nb_compo_lle,f1_scores_lle,accuracy_scores_lle,elapsed_dr_lle,elapsed_clf_lle,elapsed_tot_lle,nb_compo_mlle,f1_scores_mlle,accuracy_scores_mlle,elapsed_dr_mlle,elapsed_clf_mlle,elapsed_tot_mlle,f1_scores_raw,accuracy_scores_raw,elapsed_times_raw
2,0.335476656415991,0.4897959183673469,5.3125388622283936,0.8789520263671875,6.191490888595581,2,0.3447324875896305,0.5102040816326531,6.699115037918091,0.7499990463256836,7.449114084243774,0.8333333333333334,0.8367346938775511,1.1254231929779053
3,0.335476656415991,0.4897959183673469,7.12496280670166,0.9097623825073242,8.034725189208984,3,0.4174890613522403,0.5306122448979592,8.749996423721313,1.2187526226043701,9.968749046325684,0.8333333333333334,0.8367346938775511,1.1254231929779053
4,0.4174890613522403,0.5306122448979592,8.374996423721313,1.0829684734344482,9.457964897155762,4,0.4174890613522403,0.5306122448979592,9.937504529953003,1.109375238418579,11.046879768371582,0.8333333333333334,0.8367346938775511,1.1254231929779053
5,0.5326994434137291,0.5918367346938775,8.062503099441528,1.129276990890503,9.191780090332031,5,0.4414731409805301,0.5306122448979592,9.578122615814209,1.218749761581421,10.79687237739563,0.8333333333333334,0.8367346938775511,1.1254231929779053
6,0.5546656733097411,0.5714285714285714,8.812497615814209,1.2220871448516846,10.034584760665894,6,0.4931972789115647,0.5510204081632653,9.984377145767212,1.0469133853912354,11.031290531158447,0.8333333333333334,0.8367346938775511,1.1254231929779053
7,0.5293591120658789,0.5510204081632653,9.343755722045898,1.0468730926513672,10.390628814697266,7,0.7701309021683129,0.7755102040816326,10.562496900558472,0.8593380451202393,11.421834945678711,0.8333333333333334,0.8367346938775511,1.1254231929779053
8,0.816173277821767,0.8163265306122449,10.499991655349731,0.7812497615814209,11.281241416931152,8,0.7942005084862227,0.7959183673469388,11.453126907348633,0.7968764305114746,12.250003337860107,0.8333333333333334,0.8367346938775511,1.1254231929779053
9,0.8363251655177122,0.8367346938775511,8.078132152557373,0.7968778610229492,8.875010013580322,9,0.7942005084862227,0.7959183673469388,9.328124046325684,0.7968728542327881,10.124996900558472,0.8333333333333334,0.8367346938775511,1.1254231929779053
10,0.857023660528041,0.8571428571428571,8.093745470046997,0.8125224113464355,8.906267881393433,10,0.8154023873700423,0.8163265306122449,8.828122854232788,0.765627384185791,9.593750238418579,0.8333333333333334,0.8367346938775511,1.1254231929779053
11,0.8154023873700423,0.8163265306122449,8.062499761581421,0.7812259197235107,8.843725681304932,11,0.8363251655177122,0.8367346938775511,8.859381198883057,0.7656517028808594,9.625032901763916,0.8333333333333334,0.8367346938775511,1.1254231929779053
12,0.8363251655177122,0.8367346938775511,8.062503576278687,0.7812528610229492,8.843756437301636,12,0.857023660528041,0.8571428571428571,8.890620946884155,0.7655932903289795,9.656214237213135,0.8333333333333334,0.8367346938775511,1.1254231929779053
13,0.7959183673469388,0.7959183673469388,8.180465936660767,1.500112771987915,9.680578708648682,13,0.8363251655177122,0.8367346938775511,8.968747615814209,0.750016450881958,9.718764066696167,0.8333333333333334,0.8367346938775511,1.1254231929779053
14,0.816173277821767,0.8163265306122449,8.125012874603271,0.8125391006469727,8.937551975250244,14,0.857023660528041,0.8571428571428571,8.984378099441528,0.7656307220458984,9.750008821487427,0.8333333333333334,0.8367346938775511,1.1254231929779053
15,0.7959183673469388,0.7959183673469388,8.124980211257935,0.8906245231628418,9.015604734420776,15,0.816173277821767,0.8163265306122449,9.000001192092896,0.7812490463256836,9.781250238418579,0.8333333333333334,0.8367346938775511,1.1254231929779053
16,0.7551020408163265,0.7551020408163265,8.10937762260437,0.8281257152557373,8.937503337860107,16,0.8154023873700423,0.8163265306122449,9.000002145767212,0.7343611717224121,9.734363317489624,0.8333333333333334,0.8367346938775511,1.1254231929779053
17,0.7959183673469388,0.7959183673469388,8.118090152740479,0.8906323909759521,9.00872254371643,17,0.8154023873700423,0.8163265306122449,9.078125476837158,0.7812440395355225,9.85936951637268,0.8333333333333334,0.8367346938775511,1.1254231929779053
18,0.7755102040816326,0.7755102040816326,8.18749713897705,0.9531166553497314,9.140613794326782,18,0.7743806956744962,0.7755102040816326,9.140623331069946,0.7812492847442627,9.921872615814209,0.8333333333333334,0.8367346938775511,1.1254231929779053
19,0.8367346938775511,0.8367346938775511,8.234376430511475,0.8906247615814209,9.125001192092896,19,0.8367346938775511,0.8367346938775511,9.171876430511475,0.7812652587890625,9.953141689300537,0.8333333333333334,0.8367346938775511,1.1254231929779053
20,0.775322895115493,0.7755102040816326,8.171867847442627,0.9218788146972656,9.093746662139893,20,0.7942005084862227,0.7959183673469388,9.300892114639282,0.7968738079071045,10.097765922546387,0.8333333333333334,0.8367346938775511,1.1254231929779053
21,0.7942005084862227,0.7959183673469388,8.390652418136597,0.9531238079071045,9.343776226043701,21,0.8367346938775511,0.8367346938775511,9.579702854156494,0.8281130790710449,10.407815933227539,0.8333333333333334,0.8367346938775511,1.1254231929779053
22,0.8154023873700423,0.8163265306122449,8.454636096954346,0.9375,9.392136096954346,22,0.8363251655177122,0.8367346938775511,9.562909603118896,0.8281228542327881,10.391032457351685,0.8333333333333334,0.8367346938775511,1.1254231929779053
23,0.816326530612245,0.8163265306122449,8.739020586013794,0.9535372257232666,9.69255781173706,23,0.8564240790655884,0.8571428571428571,9.687993049621582,0.875004768371582,10.562997817993164,0.8333333333333334,0.8367346938775511,1.1254231929779053
24,0.7135690396559962,0.7142857142857143,8.763588428497314,0.9531252384185791,9.716713666915894,24,0.8772438741382841,0.8775510204081632,9.765863180160522,0.7968809604644775,10.562744140625,0.8333333333333334,0.8367346938775511,1.1254231929779053
25,0.816173277821767,0.8163265306122449,8.59457540512085,0.9531323909759521,9.547707796096802,25,0.857023660528041,0.8571428571428571,9.797338008880615,0.7968959808349609,10.594233989715576,0.8333333333333334,0.8367346938775511,1.1254231929779053
26,0.8154023873700423,0.8163265306122449,8.562506198883057,0.9531209468841553,9.515627145767212,26,0.857023660528041,0.8571428571428571,9.844962120056152,0.7968447208404541,10.641806840896606,0.8333333333333334,0.8367346938775511,1.1254231929779053
27,0.775322895115493,0.7755102040816326,8.546875,0.9531207084655762,9.499995708465576,27,0.8367346938775511,0.8367346938775511,9.844168663024902,0.8281278610229492,10.672296524047852,0.8333333333333334,0.8367346938775511,1.1254231929779053
28,0.7544877482765681,0.7551020408163265,8.562499284744263,0.9531261920928955,9.515625476837158,28,0.816326530612245,0.8163265306122449,9.922487735748291,0.781256914138794,10.703744649887085,0.8333333333333334,0.8367346938775511,1.1254231929779053
29,0.8154023873700423,0.8163265306122449,8.640628337860107,0.9531474113464355,9.593775749206543,29,0.857023660528041,0.8571428571428571,9.860334873199463,0.8124828338623047,10.672817707061768,0.8333333333333334,0.8367346938775511,1.1254231929779053
30,0.8353604067889782,0.8367346938775511,9.015624761581421,0.9062283039093018,9.921853065490723,30,0.857023660528041,0.8571428571428571,10.20514702796936,0.8281183242797852,11.033265352249146,0.8333333333333334,0.8367346938775511,1.1254231929779053
31,0.8363251655177122,0.8367346938775511,10.159165382385254,0.9531238079071045,11.112289190292358,31,0.857023660528041,0.8571428571428571,10.075294733047485,0.8437516689300537,10.919046401977539,0.8333333333333334,0.8367346938775511,1.1254231929779053
32,0.857023660528041,0.8571428571428571,9.67188286781311,0.9218742847442627,10.593757152557373,32,0.857023660528041,0.8571428571428571,10.032291173934937,0.8125083446502686,10.844799518585205,0.8333333333333334,0.8367346938775511,1.1254231929779053
33,0.7959183673469388,0.7959183673469388,9.78124189376831,0.9687511920928955,10.749993085861206,33,0.8367346938775511,0.8367346938775511,10.194920778274536,0.8749916553497314,11.069912433624268,0.8333333333333334,0.8367346938775511,1.1254231929779053
34,0.816173277821767,0.8163265306122449,9.468749284744263,0.9843754768371582,10.453124761581421,34,0.816326530612245,0.8163265306122449,10.266459941864014,0.8437535762786865,11.1102135181427,0.8333333333333334,0.8367346938775511,1.1254231929779053
35,0.8367346938775511,0.8367346938775511,9.703125238418579,0.9531240463256836,10.656249284744263,35,0.816326530612245,0.8163265306122449,10.344362020492554,0.8437521457672119,11.188114166259766,0.8333333333333334,0.8367346938775511,1.1254231929779053
36,0.775322895115493,0.7755102040816326,9.312502145767212,0.968787431716919,10.28128957748413,36,0.8367346938775511,0.8367346938775511,10.391480922698975,0.859384298324585,11.25086522102356,0.8333333333333334,0.8367346938775511,1.1254231929779053
37,0.816173277821767,0.8163265306122449,9.20312237739563,1.015613079071045,10.218735456466675,37,0.816326530612245,0.8163265306122449,10.516152143478394,0.8593618869781494,11.375514030456543,0.8333333333333334,0.8367346938775511,1.1254231929779053
38,0.7755102040816326,0.7755102040816326,8.718751192092896,1.0156011581420898,9.734352350234985,38,0.816326530612245,0.8163265306122449,10.56352424621582,0.8906223773956299,11.45414662361145,0.8333333333333334,0.8367346938775511,1.1254231929779053
39,0.8363251655177122,0.8367346938775511,8.812498807907104,1.1718754768371582,9.984374284744263,39,0.8367346938775511,0.8367346938775511,10.656898975372314,0.8593769073486328,11.516275882720947,0.8333333333333334,0.8367346938775511,1.1254231929779053
40,0.795748299319728,0.7959183673469388,8.750006914138794,0.9844005107879639,9.734407424926758,40,0.8367346938775511,0.8367346938775511,10.578657865524292,0.8437850475311279,11.42244291305542,0.8333333333333334,0.8367346938775511,1.1254231929779053
41,0.7959183673469388,0.7959183673469388,8.812495708465576,0.9530978202819824,9.765593528747559,41,0.8367346938775511,0.8367346938775511,10.844318389892578,0.8749637603759766,11.719282150268555,0.8333333333333334,0.8367346938775511,1.1254231929779053
42,0.816326530612245,0.8163265306122449,8.796871185302734,0.9687564373016357,9.76562762260437,42,0.816173277821767,0.8163265306122449,10.828748941421509,0.8437495231628418,11.67249846458435,0.8333333333333334,0.8367346938775511,1.1254231929779053
43,0.795748299319728,0.7959183673469388,8.79687786102295,0.96875,9.76562786102295,43,0.7959183673469388,0.7959183673469388,10.859694957733154,0.890625,11.750319957733154,0.8333333333333334,0.8367346938775511,1.1254231929779053
44,0.8367346938775511,0.8367346938775511,8.859373092651367,0.9843735694885254,9.843746662139893,44,0.7091836734693877,0.7142857142857143,10.90688681602478,1.2656235694885254,12.172510385513306,0.8333333333333334,0.8367346938775511,1.1254231929779053
45,0.8367346938775511,0.8367346938775511,8.875000953674316,0.9687621593475342,9.84376311302185,45,0.4174890613522403,0.5306122448979592,10.922475814819336,1.2187538146972656,12.141229629516602,0.8333333333333334,0.8367346938775511,1.1254231929779053
46,0.816326530612245,0.8163265306122449,8.812498807907104,0.9531412124633789,9.765640020370483,46,0.4174890613522403,0.5306122448979592,10.907169580459595,0.9687497615814209,11.875919342041016,0.8333333333333334,0.8367346938775511,1.1254231929779053
47,0.8367346938775511,0.8367346938775511,9.044206142425537,0.9531111717224121,9.99731731414795,47,0.4174890613522403,0.5306122448979592,11.031823873519897,1.0312492847442627,12.06307315826416,0.8333333333333334,0.8367346938775511,1.1254231929779053
48,0.775322895115493,0.7755102040816326,8.875,1.468747854232788,10.343747854232788,48,0.40524781341107863,0.5102040816326531,11.203849077224731,1.8593769073486328,13.063225984573364,0.8333333333333334,0.8367346938775511,1.1254231929779053
49,0.7551020408163265,0.7551020408163265,8.890623569488525,1.4843859672546387,10.375009536743164,49,0.40524781341107863,0.5102040816326531,11.188445329666138,1.937500238418579,13.125945568084717,0.8333333333333334,0.8367346938775511,1.1254231929779053
50,0.7954064568971401,0.7959183673469388,8.968753099441528,0.9687395095825195,9.937492609024048,50,0.42809123649459785,0.5102040816326531,186.05766582489014,1.218773365020752,187.2764391899109,0.8333333333333334,0.8367346938775511,1.1254231929779053
